"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar una prueba funcional automatizada (Prueba E2E) de un flujo de compra en la página demoblaze","Buy products in demoblaze","SUCCESS","2023-08-09T19:12:57.960992-05:00[America/Guayaquil]","0.0","12.66"
